investor,organization,Api Url,Description,Rank
Vertex Ventures,spaceiq,https://api.crunchbase.com/v3.1/organizations/spaceiq,,384
Vertex Ventures,dbmaestro,https://api.crunchbase.com/v3.1/organizations/dbmaestro,,12280
Vertex Ventures,sdix,https://api.crunchbase.com/v3.1/organizations/sdix,,26844
Vertex Ventures,le-che-bang,https://api.crunchbase.com/v3.1/organizations/le-che-bang,,26402
Vertex Ventures,mr-miyagi-ltd,https://api.crunchbase.com/v3.1/organizations/mr-miyagi-ltd,,370518
Vertex Ventures,moximed,https://api.crunchbase.com/v3.1/organizations/moximed,,14453
Vertex Ventures,hedvig,https://api.crunchbase.com/v3.1/organizations/hedvig,,8407
Vertex Ventures,flutura-solutions,https://api.crunchbase.com/v3.1/organizations/flutura-solutions,,7945
Vertex Ventures,xueba100-com,https://api.crunchbase.com/v3.1/organizations/xueba100-com,,13829
Vertex Ventures,nflabs,https://api.crunchbase.com/v3.1/organizations/nflabs,,6607
Vertex Ventures,tangdou,https://api.crunchbase.com/v3.1/organizations/tangdou,,24401
Vertex Ventures,spacemob,https://api.crunchbase.com/v3.1/organizations/spacemob,,22369
Vertex Ventures,paktor,https://api.crunchbase.com/v3.1/organizations/paktor,,6349
Vertex Ventures,firstcry-com,https://api.crunchbase.com/v3.1/organizations/firstcry-com,,1559
Vertex Ventures,customer-analytics-technologies,https://api.crunchbase.com/v3.1/organizations/customer-analytics-technologies,,40368
Vertex Ventures,jutu,https://api.crunchbase.com/v3.1/organizations/jutu,,60753
Vertex Ventures,maxent,https://api.crunchbase.com/v3.1/organizations/maxent,,218000
Vertex Ventures,innoventure,https://api.crunchbase.com/v3.1/organizations/innoventure,,285034
Vertex Ventures,light-cyber,https://api.crunchbase.com/v3.1/organizations/light-cyber,,10148
Vertex Ventures,smarter-microelectronics,https://api.crunchbase.com/v3.1/organizations/smarter-microelectronics,,27543
Vertex Ventures,horizon-robotics,https://api.crunchbase.com/v3.1/organizations/horizon-robotics,,1899
Vertex Ventures,simppler,https://api.crunchbase.com/v3.1/organizations/simppler,,17040
Vertex Ventures,e8-storage,https://api.crunchbase.com/v3.1/organizations/e8-storage,,409
Vertex Ventures,testlio,https://api.crunchbase.com/v3.1/organizations/testlio,,10718
Vertex Ventures,xpressbees,https://api.crunchbase.com/v3.1/organizations/xpressbees,,4012
Vertex Ventures,perfecto-mobile,https://api.crunchbase.com/v3.1/organizations/perfecto-mobile,,5750
Vertex Ventures,zhai-me,https://api.crunchbase.com/v3.1/organizations/zhai-me,,72154
Vertex Ventures,argus-cyber-security,https://api.crunchbase.com/v3.1/organizations/argus-cyber-security,,5624
Vertex Ventures,kona-medical,https://api.crunchbase.com/v3.1/organizations/kona-medical,,25973
Vertex Ventures,loho-holdings,https://api.crunchbase.com/v3.1/organizations/loho-holdings,,14950
Vertex Ventures,qingsong,https://api.crunchbase.com/v3.1/organizations/qingsong,,76989
Vertex Ventures,leadspace,https://api.crunchbase.com/v3.1/organizations/leadspace,,17178
Vertex Ventures,wirex-cube-systems,https://api.crunchbase.com/v3.1/organizations/wirex-cube-systems,,25424
Vertex Ventures,yoho,https://api.crunchbase.com/v3.1/organizations/yoho,,17984
Vertex Ventures,cloudacademy,https://api.crunchbase.com/v3.1/organizations/cloudacademy,,2590
Vertex Ventures,twelve,https://api.crunchbase.com/v3.1/organizations/twelve,,38600
Vertex Ventures,yatra-online,https://api.crunchbase.com/v3.1/organizations/yatra-online,,1347
Vertex Ventures,kungfu-bear,https://api.crunchbase.com/v3.1/organizations/kungfu-bear,,91352
Vertex Ventures,qingchifan,https://api.crunchbase.com/v3.1/organizations/qingchifan,,42708
Vertex Ventures,chipscreen,https://api.crunchbase.com/v3.1/organizations/chipscreen,,20785
Vertex Ventures,ichuanyi,https://api.crunchbase.com/v3.1/organizations/ichuanyi,,77113
Vertex Ventures,tickled-media-pte-ltd,https://api.crunchbase.com/v3.1/organizations/tickled-media-pte-ltd,,3330
Vertex Ventures,netdragon-websoft,https://api.crunchbase.com/v3.1/organizations/netdragon-websoft,,2913
Vertex Ventures,netdragon-education,https://api.crunchbase.com/v3.1/organizations/netdragon-education,,47281
Vertex Ventures,webyclip,https://api.crunchbase.com/v3.1/organizations/webyclip,,31785
Vertex Ventures,multiphy-networks,https://api.crunchbase.com/v3.1/organizations/multiphy-networks,,27165
Vertex Ventures,masha-ma,https://api.crunchbase.com/v3.1/organizations/masha-ma,,54601
Vertex Ventures,putaogame-com,https://api.crunchbase.com/v3.1/organizations/putaogame-com,,20765
Vertex Ventures,haodai,https://api.crunchbase.com/v3.1/organizations/haodai,,47019
Vertex Ventures,metao-com,https://api.crunchbase.com/v3.1/organizations/metao-com,,47325
Vertex Ventures,ayibang,https://api.crunchbase.com/v3.1/organizations/ayibang,,49700
Vertex Ventures,grabtaxi,https://api.crunchbase.com/v3.1/organizations/grabtaxi,,298
Vertex Ventures,ivantis,https://api.crunchbase.com/v3.1/organizations/ivantis,,12199
Vertex Ventures,ygche,https://api.crunchbase.com/v3.1/organizations/ygche,,101329
Vertex Ventures,jimubox,https://api.crunchbase.com/v3.1/organizations/jimubox,,14044
Vertex Ventures,suncloud,https://api.crunchbase.com/v3.1/organizations/suncloud,,47733
Vertex Ventures,yaochufa,https://api.crunchbase.com/v3.1/organizations/yaochufa,,33899
Vertex Ventures,patsnap,https://api.crunchbase.com/v3.1/organizations/patsnap,,3298
Vertex Ventures,united-health-beijing-zhongliankang-biological-technology,https://api.crunchbase.com/v3.1/organizations/united-health-beijing-zhongliankang-biological-technology,,77851
Vertex Ventures,adsame,https://api.crunchbase.com/v3.1/organizations/adsame,,48974
Vertex Ventures,nuvaira,https://api.crunchbase.com/v3.1/organizations/nuvaira,,18651
Vertex Ventures,solaredge,https://api.crunchbase.com/v3.1/organizations/solaredge,,4245
Vertex Ventures,ibeifeng,https://api.crunchbase.com/v3.1/organizations/ibeifeng,,86032
Vertex Ventures,colorchip,https://api.crunchbase.com/v3.1/organizations/colorchip,,17343
Vertex Ventures,sunming,https://api.crunchbase.com/v3.1/organizations/sunming,,80826
Vertex Ventures,greendust,https://api.crunchbase.com/v3.1/organizations/greendust,,1779
Vertex Ventures,innetech,https://api.crunchbase.com/v3.1/organizations/innetech,,91279
Vertex Ventures,correlsense,https://api.crunchbase.com/v3.1/organizations/correlsense,,17376
Vertex Ventures,ningbo-kelang,https://api.crunchbase.com/v3.1/organizations/ningbo-kelang,,97278
Vertex Ventures,heptagon-advanced-micro-optics,https://api.crunchbase.com/v3.1/organizations/heptagon-advanced-micro-optics,,10196
Vertex Ventures,moi-interactive,https://api.crunchbase.com/v3.1/organizations/moi-interactive,,150115
Vertex Ventures,sensimed,https://api.crunchbase.com/v3.1/organizations/sensimed,,29170
Vertex Ventures,phoenix-healthcare-group,https://api.crunchbase.com/v3.1/organizations/phoenix-healthcare-group,,42953
Vertex Ventures,shenzhen-yunyingu-technology,https://api.crunchbase.com/v3.1/organizations/shenzhen-yunyingu-technology,,66919
Vertex Ventures,vibsec,https://api.crunchbase.com/v3.1/organizations/vibsec,,80958
Vertex Ventures,clearbridge-biomedics,https://api.crunchbase.com/v3.1/organizations/clearbridge-biomedics,,26258
Vertex Ventures,breadtrip,https://api.crunchbase.com/v3.1/organizations/breadtrip,,28258
Vertex Ventures,sidense,https://api.crunchbase.com/v3.1/organizations/sidense,,37603
Vertex Ventures,actionsoft,https://api.crunchbase.com/v3.1/organizations/actionsoft,,78172
Vertex Ventures,changba,https://api.crunchbase.com/v3.1/organizations/changba,,30473
Vertex Ventures,aag-energy-holdings,https://api.crunchbase.com/v3.1/organizations/aag-energy-holdings,,49309
Vertex Ventures,meilele,https://api.crunchbase.com/v3.1/organizations/meilele,,38808
Vertex Ventures,91-boyuan-wireles,https://api.crunchbase.com/v3.1/organizations/91-boyuan-wireles,,57969
Vertex Ventures,aternity,https://api.crunchbase.com/v3.1/organizations/aternity,,17714
Vertex Ventures,ningbo-renjian-pharmaceutical,https://api.crunchbase.com/v3.1/organizations/ningbo-renjian-pharmaceutical,,88394
Vertex Ventures,china-shouguang-vegetable-industry-group,https://api.crunchbase.com/v3.1/organizations/china-shouguang-vegetable-industry-group,,75162
Vertex Ventures,neuralitic-systems,https://api.crunchbase.com/v3.1/organizations/neuralitic-systems,,52575
Vertex Ventures,waze,https://api.crunchbase.com/v3.1/organizations/waze,,509
Vertex Ventures,wuxi-hua-dong-heavy-machinery,https://api.crunchbase.com/v3.1/organizations/wuxi-hua-dong-heavy-machinery,,80379
Vertex Ventures,inside-secure,https://api.crunchbase.com/v3.1/organizations/inside-secure,,7586
Vertex Ventures,offisync,https://api.crunchbase.com/v3.1/organizations/offisync,,80286
Vertex Ventures,mediaboost,https://api.crunchbase.com/v3.1/organizations/mediaboost,,63801
Vertex Ventures,ethos-networks,https://api.crunchbase.com/v3.1/organizations/ethos-networks,,73550
Vertex Ventures,digiflex,https://api.crunchbase.com/v3.1/organizations/digiflex,,100023
Vertex Ventures,zeugma-systems,https://api.crunchbase.com/v3.1/organizations/zeugma-systems,,92926
Vertex Ventures,dbmotion,https://api.crunchbase.com/v3.1/organizations/dbmotion,,41087
Vertex Ventures,babycare,https://api.crunchbase.com/v3.1/organizations/babycare,,56444
Vertex Ventures,commex-technologies,https://api.crunchbase.com/v3.1/organizations/commex-technologies,,255336
Vertex Ventures,comability,https://api.crunchbase.com/v3.1/organizations/comability,,362946
Vertex Ventures,igg,https://api.crunchbase.com/v3.1/organizations/igg,,90352
Vertex Ventures,webook,https://api.crunchbase.com/v3.1/organizations/webook,,120831
Vertex Ventures,percello,https://api.crunchbase.com/v3.1/organizations/percello,,191359
Vertex Ventures,actionbase,https://api.crunchbase.com/v3.1/organizations/actionbase,,157590
Vertex Ventures,octavian,https://api.crunchbase.com/v3.1/organizations/octavian,,268926
Vertex Ventures,universal-ad,https://api.crunchbase.com/v3.1/organizations/universal-ad,,292259
Vertex Ventures,wisair,https://api.crunchbase.com/v3.1/organizations/wisair,,63035
Vertex Ventures,vayar-vision,https://api.crunchbase.com/v3.1/organizations/vayar-vision,,202474
Vertex Ventures,press-sense,https://api.crunchbase.com/v3.1/organizations/press-sense,,286291
Vertex Ventures,expand-networks,https://api.crunchbase.com/v3.1/organizations/expand-networks,,265244
Vertex Ventures,cyber-ark-software,https://api.crunchbase.com/v3.1/organizations/cyber-ark-software,,1778
Vertex Ventures,voltaire,https://api.crunchbase.com/v3.1/organizations/voltaire,,248151
Vertex Ventures,actelis-networks,https://api.crunchbase.com/v3.1/organizations/actelis-networks,,21127
Vertex Ventures,novafora,https://api.crunchbase.com/v3.1/organizations/novafora,,241049
Vertex Ventures,cognitens,https://api.crunchbase.com/v3.1/organizations/cognitens,,158351
Vertex Ventures,extricom,https://api.crunchbase.com/v3.1/organizations/extricom,,187235
Vertex Ventures,approtect,https://api.crunchbase.com/v3.1/organizations/approtect,,679564
Vertex Ventures,dibcom,https://api.crunchbase.com/v3.1/organizations/dibcom,,178931
Vertex Ventures,genoa-color-technologies,https://api.crunchbase.com/v3.1/organizations/genoa-color-technologies,,341851
Vertex Ventures,siliquent-technologies,https://api.crunchbase.com/v3.1/organizations/siliquent-technologies,,479855
Vertex Ventures,hyperroll,https://api.crunchbase.com/v3.1/organizations/hyperroll,,233992
Vertex Ventures,identify-software,https://api.crunchbase.com/v3.1/organizations/identify-software,,194198
Vertex Ventures,actimize,https://api.crunchbase.com/v3.1/organizations/actimize,,60897
Vertex Ventures,innopath,https://api.crunchbase.com/v3.1/organizations/innopath,,105120
Vertex Ventures,genegrafts,https://api.crunchbase.com/v3.1/organizations/genegrafts,,474462
Vertex Ventures,smic,https://api.crunchbase.com/v3.1/organizations/smic,,129360
Vertex Ventures,scopus-video-networks,https://api.crunchbase.com/v3.1/organizations/scopus-video-networks,,252062
Vertex Ventures,rfwaves,https://api.crunchbase.com/v3.1/organizations/rfwaves,,292688
Vertex Ventures,ipanema-technologies,https://api.crunchbase.com/v3.1/organizations/ipanema-technologies,,127808
Vertex Ventures,powerdsine,https://api.crunchbase.com/v3.1/organizations/powerdsine,,186924
Vertex Ventures,d-pharm-ltd,https://api.crunchbase.com/v3.1/organizations/d-pharm-ltd,,43446
Vertex Ventures,celight,https://api.crunchbase.com/v3.1/organizations/celight,,358882
Vertex Ventures,trendium,https://api.crunchbase.com/v3.1/organizations/trendium,,256862
Vertex Ventures,solidum,https://api.crunchbase.com/v3.1/organizations/solidum,,283789
Vertex Ventures,helioss-communications,https://api.crunchbase.com/v3.1/organizations/helioss-communications,,646255
Vertex Ventures,runcom,https://api.crunchbase.com/v3.1/organizations/runcom,,201066
Vertex Ventures,hyperchip,https://api.crunchbase.com/v3.1/organizations/hyperchip,,269498
Vertex Ventures,visiontech,https://api.crunchbase.com/v3.1/organizations/visiontech,,565492
Vertex Ventures,testu,https://api.crunchbase.com/v3.1/organizations/testu,,174021
Vertex Ventures,midbar-tech,https://api.crunchbase.com/v3.1/organizations/midbar-tech,,352166
Vertex Ventures,congruency,https://api.crunchbase.com/v3.1/organizations/congruency,,618065
Vertex Ventures,flash-networks,https://api.crunchbase.com/v3.1/organizations/flash-networks,,107268
Vertex Ventures,ceramic-technology,https://api.crunchbase.com/v3.1/organizations/ceramic-technology,,494767
Vertex Ventures,power-design,https://api.crunchbase.com/v3.1/organizations/power-design,,214954
Vertex Ventures,workplaceiq,https://api.crunchbase.com/v3.1/organizations/workplaceiq,,458192
Vertex Ventures,tradeum-now-verticalnet,https://api.crunchbase.com/v3.1/organizations/tradeum-now-verticalnet,,362015
Vertex Ventures,proactivity,https://api.crunchbase.com/v3.1/organizations/proactivity,,321357
Vertex Ventures,telegate-ltd,https://api.crunchbase.com/v3.1/organizations/telegate-ltd,,218912
Vertex Ventures,morecom,https://api.crunchbase.com/v3.1/organizations/morecom,,327846
Vertex Ventures,metalink,https://api.crunchbase.com/v3.1/organizations/metalink,,280498
Vertex Ventures,oramir,https://api.crunchbase.com/v3.1/organizations/oramir,,480114
